X,SimNet_simple.PIM2.ppp[0].queue/queueLength:vector
59.858980192,0
59.956253232,1
59.958980192,0
60.000024192,1
60.000944064,0
60.055938232,1
60.058980192,0
60.155936232,1
60.158980192,0
60.200024192,1
60.200944064,0
60.255924232,1
60.258980192,0
60.355912232,1
60.358980192,0
60.400024192,1
60.400944064,0
60.455045232,1
60.458980192,0
60.555938232,1
60.558980192,0
60.600024192,1
60.600944064,0
60.655950232,1
60.658980192,0
60.755931232,1
60.758980192,0
60.800024192,1
60.800944064,0
60.855924232,1
60.858980192,0
60.955923232,1
60.958980192,0
61.000024192,1
61.000944064,0
61.055139232,1
61.058980192,0
61.155828232,1
61.158980192,0
61.200024192,1
61.200944064,0
61.255968232,1
61.258980192,0
61.355944232,1
61.358980192,0
61.400024192,1
61.400944064,0
61.455926232,1
61.458980192,0
61.555106232,1
61.558980192,0
61.600024192,1
61.600944064,0
61.655920232,1
61.658980192,0
61.755891232,1
61.758980192,0
61.800024192,1
61.800944064,0
61.855895232,1
61.858980192,0
61.955894232,1
61.958980192,0
62.000024192,1
62.000944064,0
62.055946232,1
62.058980192,0
62.155132232,1
62.158980192,0
62.200024192,1
62.200944064,0
62.255944232,1
62.258980192,0
62.355934232,1
62.358980192,0
62.400024192,1
62.400944064,0
62.455955232,1
62.458980192,0
62.555905232,1
62.558980192,0
62.600024192,1
62.600944064,0
62.656128232,1
62.658980192,0
62.755069232,1
62.758980192,0
62.800024192,1
62.800944064,0
62.855919232,1
62.858980192,0
62.955953232,1
62.958980192,0
63.000024192,1
63.000944064,0
63.055940232,1
63.058980192,0
63.155939232,1
63.158980192,0
63.200024192,1
63.200944064,0
63.255975232,1
63.258980192,0
63.355135232,1
63.358980192,0
63.400024192,1
63.400944064,0
63.455822232,1
63.458980192,0
63.555837232,1
63.558980192,0
63.600024192,1
63.600944064,0
63.655942232,1
63.658980192,0
63.755943232,1
63.758980192,0
63.800024192,1
63.800944064,0
63.855940232,1
63.858980192,0
63.955118232,1
63.958980192,0
64.000024192,1
64.000944064,0
64.055929232,1
64.058980192,0
64.155938232,1
64.158980192,0
64.200024192,1
64.200944064,0
64.236258686287,1
64.238980192,0
64.255830232,1
64.258980192,0
64.355836232,1
64.358980192,0
64.400024192,1
64.400944064,0
64.455937232,1
64.458980192,0
64.52366564,1
64.523980192,0
64.525961624,1
64.527826624,2
64.528980192,1
64.529216192,0
64.53119972,1
64.533980192,0
64.600024192,1
64.600944064,0
64.800024192,1
64.800944064,0
65.000024192,1
65.000944064,0
65.200024192,1
65.200944064,0
65.400024192,1
65.400944064,0
65.600024192,1
65.600944064,0
65.800024192,1
65.800944064,0
66.000024192,1
66.000944064,0
66.200024192,1
66.200944064,0
66.400024192,1
66.400944064,0
66.600024192,1
66.600944064,0
66.800024192,1
66.800944064,0
67.000024192,1
67.000944064,0
67.200024192,1
67.200944064,0
67.400024192,1
67.400944064,0
67.558529104,1
67.558980192,0
67.560024192,1
67.560456192,0
67.561725624,1
67.562867624,2
67.56395472,3
67.564412192,2
67.564648192,1
67.564884192,0
67.565024192,1
67.565168192,0
67.600024192,1
67.600944064,0
67.800024192,1
67.800944064,0
68.000024192,1
68.000944064,0
68.200024192,1
68.200944064,0
68.400024192,1
68.400944064,0
68.600024192,1
68.600944064,0
68.800024192,1
68.800944064,0
69.000024192,1
69.000944064,0
69.200024192,1
69.200944064,0
69.400024192,1
69.400944064,0
69.600024192,1
69.600944064,0
69.800024192,1
69.800944064,0
